first_time,n,ai_n,disclosure_rate,rate_ci_lo,rate_ci_hi,representation_ratio,success_ai,success_other,success_gap
0,5146,556,0.10804508356004663,0.0998537988253737,0.11682111587726889,0.8300485876309526,0.8273381294964028,0.869281045751634,-0.041942916255231166
1,6877,1009,0.14672095390431875,0.13855561405560288,0.1552807533308491,1.1271731813365011,0.333994053518335,0.5860599863667348,-0.25206593284839984
