english_majority,n,ai_n,disclosure_rate,rate_ci_lo,rate_ci_hi,representation_ratio,success_ai,success_other,success_gap
0,3050,519,0.1701639344262295,0.15724469576843603,0.18391298149494473,1.3072721939978003,0.558766859344894,0.7032793362307388,-0.1445124768858448
1,8973,1046,0.11657193803633122,0.1100955068615916,0.12337652987162824,0.8955555341922109,0.4847036328871893,0.7126277280181658,-0.22792409513097645
