covariate,smd_before,smd_after,balanced_after
log_goal,0.08675110332800116,-0.01616849583684888,True
duration_days,0.09020131948307414,0.005473124906242295,True
english_majority,-0.19907899252784744,-0.015132176876045355,True
first_time,0.17151025642113726,-0.03662166561690643,True
