kind,term,n_mentions,n_projects,pct_projects
term,fees,2,2,0.12779552715654952
term,festivals,2,2,0.12779552715654952
term,filmmaking,2,2,0.12779552715654952
term,filtered,2,2,0.12779552715654952
term,filtering,2,2,0.12779552715654952
term,financially,2,2,0.12779552715654952
term,fine,2,2,0.12779552715654952
term,fingertips,2,2,0.12779552715654952
term,firmware,2,2,0.12779552715654952
term,fitting,2,2,0.12779552715654952
term,flag,2,2,0.12779552715654952
term,flexibility,2,2,0.12779552715654952
term,flight,2,2,0.12779552715654952
term,forever,2,2,0.12779552715654952
term,formar,2,2,0.12779552715654952
term,formulate,2,2,0.12779552715654952
term,fortune,2,2,0.12779552715654952
term,fostering,2,2,0.12779552715654952
term,found,2,2,0.12779552715654952
term,french,2,2,0.12779552715654952
term,frequency,2,2,0.12779552715654952
term,friendly,2,2,0.12779552715654952
term,fulfilment,2,2,0.12779552715654952
term,fullest,2,2,0.12779552715654952
term,galement,2,2,0.12779552715654952
term,gamified,2,2,0.12779552715654952
term,gap,2,2,0.12779552715654952
term,garment,2,2,0.12779552715654952
term,garments,2,2,0.12779552715654952
term,geared,2,2,0.12779552715654952
term,genai,2,2,0.12779552715654952
term,gender,2,2,0.12779552715654952
term,generar,2,2,0.12779552715654952
term,generato,2,2,0.12779552715654952
term,generiert,2,2,0.12779552715654952
term,generierten,2,2,0.12779552715654952
term,genres,2,2,0.12779552715654952
term,genutzt,2,2,0.12779552715654952
term,german,2,2,0.12779552715654952
term,gesch,2,2,0.12779552715654952
term,gif,2,2,0.12779552715654952
term,gimp,2,2,0.12779552715654952
term,gina,2,2,0.12779552715654952
term,glasses,2,2,0.12779552715654952
term,globe,2,2,0.12779552715654952
term,government,2,2,0.12779552715654952
term,gpt-based,2,2,0.12779552715654952
term,gramma,2,2,0.12779552715654952
term,grammatical,2,2,0.12779552715654952
term,graphiques,2,2,0.12779552715654952
term,gray,2,2,0.12779552715654952
term,growing,2,2,0.12779552715654952
term,guaranteeing,2,2,0.12779552715654952
term,guides,2,2,0.12779552715654952
term,guiding,2,2,0.12779552715654952
term,haben,2,2,0.12779552715654952
term,haggard,2,2,0.12779552715654952
term,hat,2,2,0.12779552715654952
term,haven,2,2,0.12779552715654952
term,header,2,2,0.12779552715654952
term,headers,2,2,0.12779552715654952
term,healthcare,2,2,0.12779552715654952
term,hear,2,2,0.12779552715654952
term,heartfelt,2,2,0.12779552715654952
term,hecho,2,2,0.12779552715654952
term,hereby,2,2,0.12779552715654952
term,hex,2,2,0.12779552715654952
term,hierbei,2,2,0.12779552715654952
term,high-end,2,2,0.12779552715654952
term,highlighted,2,2,0.12779552715654952
term,hintergr,2,2,0.12779552715654952
term,hints,2,2,0.12779552715654952
term,hobby,2,2,0.12779552715654952
term,holds,2,2,0.12779552715654952
term,hoodies,2,2,0.12779552715654952
term,hopefully,2,2,0.12779552715654952
term,hosted,2,2,0.12779552715654952
term,hotel,2,2,0.12779552715654952
term,html,2,2,0.12779552715654952
term,humaine,2,2,0.12779552715654952
term,human-crafted,2,2,0.12779552715654952
term,human-edited,2,2,0.12779552715654952
term,human-reviewed,2,2,0.12779552715654952
term,hygiene,2,2,0.12779552715654952
term,i-ching,2,2,0.12779552715654952
term,iambic,2,2,0.12779552715654952
term,ideen,2,2,0.12779552715654952
term,identifiables,2,2,0.12779552715654952
term,identit,2,2,0.12779552715654952
term,ignore,2,2,0.12779552715654952
term,imaging,2,2,0.12779552715654952
term,imbued,2,2,0.12779552715654952
term,immerse,2,2,0.12779552715654952
term,immersion,2,2,0.12779552715654952
term,impactful,2,2,0.12779552715654952
term,implications,2,2,0.12779552715654952
term,importantly,2,2,0.12779552715654952
term,imported,2,2,0.12779552715654952
term,in-depth,2,2,0.12779552715654952
term,inauthentic,2,2,0.12779552715654952
term,increases,2,2,0.12779552715654952
term,increasingly,2,2,0.12779552715654952
term,indie,2,2,0.12779552715654952
term,individuality,2,2,0.12779552715654952
term,industry-leading,2,2,0.12779552715654952
term,infinite,2,2,0.12779552715654952
term,informed,2,2,0.12779552715654952
term,ingest,2,2,0.12779552715654952
term,ingredient,2,2,0.12779552715654952
term,ingredients,2,2,0.12779552715654952
term,inherently,2,2,0.12779552715654952
term,inputted,2,2,0.12779552715654952
term,inquiry,2,2,0.12779552715654952
term,inspect,2,2,0.12779552715654952
term,instagram,2,2,0.12779552715654952
term,instances,2,2,0.12779552715654952
term,institution,2,2,0.12779552715654952
term,instrumental,2,2,0.12779552715654952
term,instruments,2,2,0.12779552715654952
term,integral,2,2,0.12779552715654952
term,intensive,2,2,0.12779552715654952
term,interacting,2,2,0.12779552715654952
term,interpolation,2,2,0.12779552715654952
term,interpreting,2,2,0.12779552715654952
term,intersection,2,2,0.12779552715654952
term,introduces,2,2,0.12779552715654952
term,intuition,2,2,0.12779552715654952
term,invent,2,2,0.12779552715654952
term,investor,2,2,0.12779552715654952
term,invite,2,2,0.12779552715654952
term,invites,2,2,0.12779552715654952
term,irrelevant,2,2,0.12779552715654952
term,issue,2,2,0.12779552715654952
term,ist,2,2,0.12779552715654952
term,iterate,2,2,0.12779552715654952
term,jars,2,2,0.12779552715654952
term,jedoch,2,2,0.12779552715654952
term,john,2,2,0.12779552715654952
term,journaling,2,2,0.12779552715654952
term,journeys,2,2,0.12779552715654952
term,keeps,2,2,0.12779552715654952
term,kept,2,2,0.12779552715654952
term,ki-generierte,2,2,0.12779552715654952
term,kick,2,2,0.12779552715654952
term,kickstart,2,2,0.12779552715654952
term,king,2,2,0.12779552715654952
term,kitchen,2,2,0.12779552715654952
term,kits,2,2,0.12779552715654952
term,laid,2,2,0.12779552715654952
term,landing,2,2,0.12779552715654952
term,large-scale,2,2,0.12779552715654952
term,largest,2,2,0.12779552715654952
term,last,2,2,0.12779552715654952
term,lawful,2,2,0.12779552715654952
term,learners,2,2,0.12779552715654952
term,lets,2,2,0.12779552715654952
term,levels,2,2,0.12779552715654952
term,library,2,2,0.12779552715654952
term,libro,2,2,0.12779552715654952
term,licence,2,2,0.12779552715654952
term,liegt,2,2,0.12779552715654952
term,lifelike,2,2,0.12779552715654952
term,lifting,2,2,0.12779552715654952
term,likenesses,2,2,0.12779552715654952
term,limiting,2,2,0.12779552715654952
term,limitless,2,2,0.12779552715654952
term,lines,2,2,0.12779552715654952
term,lisis,2,2,0.12779552715654952
term,listening,2,2,0.12779552715654952
term,listings,2,2,0.12779552715654952
term,lists,2,2,0.12779552715654952
term,literary,2,2,0.12779552715654952
term,live-action,2,2,0.12779552715654952
term,llm-based,2,2,0.12779552715654952
term,localized,2,2,0.12779552715654952
term,lotus,2,2,0.12779552715654952
term,loved,2,2,0.12779552715654952
term,lower,2,2,0.12779552715654952
term,luma,2,2,0.12779552715654952
term,luxury,2,2,0.12779552715654952
term,machine-generated,2,2,0.12779552715654952
term,man-made,2,2,0.12779552715654952
term,manufacture,2,2,0.12779552715654952
term,map's,2,2,0.12779552715654952
term,margins,2,2,0.12779552715654952
term,marketplace,2,2,0.12779552715654952
term,markets,2,2,0.12779552715654952
term,massive,2,2,0.12779552715654952
term,matched,2,2,0.12779552715654952
term,materiales,2,2,0.12779552715654952
term,meals,2,2,0.12779552715654952
term,measuring,2,2,0.12779552715654952
term,mechanical,2,2,0.12779552715654952
term,meetings,2,2,0.12779552715654952
term,mejorar,2,2,0.12779552715654952
term,membership,2,2,0.12779552715654952
term,menos,2,2,0.12779552715654952
term,mensch,2,2,0.12779552715654952
term,mere,2,2,0.12779552715654952
term,messy,2,2,0.12779552715654952
term,metal,2,2,0.12779552715654952
term,meter,2,2,0.12779552715654952
term,microphone,2,2,0.12779552715654952
term,mientras,2,2,0.12779552715654952
term,mieux,2,2,0.12779552715654952
term,mindful,2,2,0.12779552715654952
term,minimize,2,2,0.12779552715654952
term,minnesota,2,2,0.12779552715654952
term,minutes,2,2,0.12779552715654952
term,mis,2,2,0.12779552715654952
term,misrepresent,2,2,0.12779552715654952
term,missions,2,2,0.12779552715654952
term,misuse,2,2,0.12779552715654952
term,mixed,2,2,0.12779552715654952
term,mixture,2,2,0.12779552715654952
term,mj's,2,2,0.12779552715654952
term,modes,2,2,0.12779552715654952
term,moreover,2,2,0.12779552715654952
term,mother,2,2,0.12779552715654952
term,mountain,2,2,0.12779552715654952
term,mountains,2,2,0.12779552715654952
term,multifaceted,2,2,0.12779552715654952
term,multimodal,2,2,0.12779552715654952
term,muted,2,2,0.12779552715654952
term,nano,2,2,0.12779552715654952
term,narrates,2,2,0.12779552715654952
term,nasa,2,2,0.12779552715654952
term,nde,2,2,0.12779552715654952
term,nearby,2,2,0.12779552715654952
term,necesarios,2,2,0.12779552715654952
term,nella,2,2,0.12779552715654952
term,net,2,2,0.12779552715654952
term,networks,2,2,0.12779552715654952
term,newly,2,2,0.12779552715654952
term,newsletters,2,2,0.12779552715654952
term,nick,2,2,0.12779552715654952
term,nightmare,2,2,0.12779552715654952
term,noises,2,2,0.12779552715654952
term,non-playable,2,2,0.12779552715654952
term,normal,2,2,0.12779552715654952
term,norms,2,2,0.12779552715654952
term,noted,2,2,0.12779552715654952
term,notifications,2,2,0.12779552715654952
term,notified,2,2,0.12779552715654952
term,notify,2,2,0.12779552715654952
term,nstler,2,2,0.12779552715654952
term,numbers,2,2,0.12779552715654952
term,nutze,2,2,0.12779552715654952
term,nutzer,2,2,0.12779552715654952
term,nutzungsrechte,2,2,0.12779552715654952
term,objective,2,2,0.12779552715654952
term,ohne,2,2,0.12779552715654952
term,oil,2,2,0.12779552715654952
term,openart,2,2,0.12779552715654952
term,operated,2,2,0.12779552715654952
term,opt,2,2,0.12779552715654952
term,optical,2,2,0.12779552715654952
term,optimizes,2,2,0.12779552715654952
term,orders,2,2,0.12779552715654952
term,organic,2,2,0.12779552715654952
term,organized,2,2,0.12779552715654952
term,otros,2,2,0.12779552715654952
term,overlay,2,2,0.12779552715654952
term,override,2,2,0.12779552715654952
term,package,2,2,0.12779552715654952
term,packs,2,2,0.12779552715654952
term,paired,2,2,0.12779552715654952
term,pairings,2,2,0.12779552715654952
term,palettes,2,2,0.12779552715654952
term,papers,2,2,0.12779552715654952
term,parameter,2,2,0.12779552715654952
term,paraphrase,2,2,0.12779552715654952
term,parent,2,2,0.12779552715654952
term,parental,2,2,0.12779552715654952
term,parody,2,2,0.12779552715654952
term,participants,2,2,0.12779552715654952
term,partir,2,2,0.12779552715654952
term,partly,2,2,0.12779552715654952
term,partnership,2,2,0.12779552715654952
term,partnerships,2,2,0.12779552715654952
term,passionate,2,2,0.12779552715654952
term,paste,2,2,0.12779552715654952
term,payment,2,2,0.12779552715654952
term,pentameter,2,2,0.12779552715654952
term,people's,2,2,0.12779552715654952
term,performs,2,2,0.12779552715654952
term,perhaps,2,2,0.12779552715654952
term,perks,2,2,0.12779552715654952
term,permiso,2,2,0.12779552715654952
term,permisos,2,2,0.12779552715654952
term,permission-based,2,2,0.12779552715654952
term,permissive,2,2,0.12779552715654952
term,pers,2,2,0.12779552715654952
term,personas,2,2,0.12779552715654952
term,persons,2,2,0.12779552715654952
term,perspective,2,2,0.12779552715654952
term,photographed,2,2,0.12779552715654952
term,photographers,2,2,0.12779552715654952
term,photorealistic,2,2,0.12779552715654952
term,piattaforme,2,2,0.12779552715654952
term,pins,2,2,0.12779552715654952
term,pioneers,2,2,0.12779552715654952
term,pixabay,2,2,0.12779552715654952
term,placed,2,2,0.12779552715654952
term,placement,2,2,0.12779552715654952
term,platforms',2,2,0.12779552715654952
term,pledge,2,2,0.12779552715654952
term,poems,2,2,0.12779552715654952
term,popular,2,2,0.12779552715654952
term,possess,2,2,0.12779552715654952
term,possibility,2,2,0.12779552715654952
term,posting,2,2,0.12779552715654952
term,posture,2,2,0.12779552715654952
term,powerfully,2,2,0.12779552715654952
term,powering,2,2,0.12779552715654952
term,pre-launch,2,2,0.12779552715654952
term,pre-trained,2,2,0.12779552715654952
term,predicting,2,2,0.12779552715654952
term,prediction,2,2,0.12779552715654952
term,prefers,2,2,0.12779552715654952
term,presenting,2,2,0.12779552715654952
term,preserve,2,2,0.12779552715654952
term,press,2,2,0.12779552715654952
term,presupported,2,2,0.12779552715654952
term,pretty,2,2,0.12779552715654952
term,prevalent,2,2,0.12779552715654952
term,prevent,2,2,0.12779552715654952
term,print-ready,2,2,0.12779552715654952
term,printers,2,2,0.12779552715654952
term,prior,2,2,0.12779552715654952
term,privacy-first,2,2,0.12779552715654952
term,privately,2,2,0.12779552715654952
term,pro-level,2,2,0.12779552715654952
term,proactively,2,2,0.12779552715654952
term,problem,2,2,0.12779552715654952
term,procedure,2,2,0.12779552715654952
term,procedures,2,2,0.12779552715654952
term,processo,2,2,0.12779552715654952
term,producci,2,2,0.12779552715654952
term,productions,2,2,0.12779552715654952
term,produits,2,2,0.12779552715654952
term,profession,2,2,0.12779552715654952
term,professional-grade,2,2,0.12779552715654952
term,programmed,2,2,0.12779552715654952
term,projected,2,2,0.12779552715654952
term,projections,2,2,0.12779552715654952
term,promoting,2,2,0.12779552715654952
term,proofing,2,2,0.12779552715654952
term,propio,2,2,0.12779552715654952
term,protects,2,2,0.12779552715654952
term,protegido,2,2,0.12779552715654952
term,protocol,2,2,0.12779552715654952
term,provision,2,2,0.12779552715654952
term,publications,2,2,0.12779552715654952
term,puede,2,2,0.12779552715654952
term,pulse,2,2,0.12779552715654952
term,pushed,2,2,0.12779552715654952
term,pushing,2,2,0.12779552715654952
term,qualified,2,2,0.12779552715654952
term,qualit,2,2,0.12779552715654952
term,qualities,2,2,0.12779552715654952
term,quite,2,2,0.12779552715654952
term,rag,2,2,0.12779552715654952
term,raised,2,2,0.12779552715654952
term,random,2,2,0.12779552715654952
term,rate,2,2,0.12779552715654952
term,re-use,2,2,0.12779552715654952
term,reached,2,2,0.12779552715654952
term,reaches,2,2,0.12779552715654952
term,reader,2,2,0.12779552715654952
term,realism,2,2,0.12779552715654952
term,realize,2,2,0.12779552715654952
term,realm,2,2,0.12779552715654952
term,realms,2,2,0.12779552715654952
term,reasoning,2,2,0.12779552715654952
term,recall,2,2,0.12779552715654952
term,receiving,2,2,0.12779552715654952
term,recommended,2,2,0.12779552715654952
term,recommending,2,2,0.12779552715654952
term,recommends,2,2,0.12779552715654952
term,reconstruct,2,2,0.12779552715654952
term,recreating,2,2,0.12779552715654952
term,recruiters,2,2,0.12779552715654952
term,rectangular,2,2,0.12779552715654952
term,redacci,2,2,0.12779552715654952
term,redesigned,2,2,0.12779552715654952
term,reduction,2,2,0.12779552715654952
term,reflected,2,2,0.12779552715654952
term,reflecting,2,2,0.12779552715654952
term,regions,2,2,0.12779552715654952
term,registered,2,2,0.12779552715654952
term,reinterpretation,2,2,0.12779552715654952
term,relatively,2,2,0.12779552715654952
term,releases,2,2,0.12779552715654952
term,relied,2,2,0.12779552715654952
term,religious,2,2,0.12779552715654952
term,remember,2,2,0.12779552715654952
term,remote,2,2,0.12779552715654952
term,removed,2,2,0.12779552715654952
term,repainting,2,2,0.12779552715654952
term,reproducing,2,2,0.12779552715654952
term,reproductions,2,2,0.12779552715654952
term,reps,2,2,0.12779552715654952
term,requires,2,2,0.12779552715654952
term,rer,2,2,0.12779552715654952
term,resizes,2,2,0.12779552715654952
term,respected,2,2,0.12779552715654952
term,responsive,2,2,0.12779552715654952
term,restaurant,2,2,0.12779552715654952
term,restoration,2,2,0.12779552715654952
term,restore,2,2,0.12779552715654952
term,rests,2,2,0.12779552715654952
term,resulted,2,2,0.12779552715654952
term,retouches,2,2,0.12779552715654952
term,retrain,2,2,0.12779552715654952
term,retrieve,2,2,0.12779552715654952
term,retro,2,2,0.12779552715654952
term,returns,2,2,0.12779552715654952
term,reused,2,2,0.12779552715654952
term,reviewing,2,2,0.12779552715654952
term,revise,2,2,0.12779552715654952
term,revolutionize,2,2,0.12779552715654952
term,revolutionizing,2,2,0.12779552715654952
term,richer,2,2,0.12779552715654952
term,rigorous,2,2,0.12779552715654952
term,ring,2,2,0.12779552715654952
term,roasting,2,2,0.12779552715654952
term,roleplaying,2,2,0.12779552715654952
term,roughly,2,2,0.12779552715654952
term,rounds,2,2,0.12779552715654952
term,royalty,2,2,0.12779552715654952
term,rulings,2,2,0.12779552715654952
term,safeguard,2,2,0.12779552715654952
term,safeguarding,2,2,0.12779552715654952
term,sar,2,2,0.12779552715654952
term,saving,2,2,0.12779552715654952
term,scalability,2,2,0.12779552715654952
term,scanned,2,2,0.12779552715654952
term,scanner,2,2,0.12779552715654952
term,scanning,2,2,0.12779552715654952
term,scene-by-scene,2,2,0.12779552715654952
term,schools,2,2,0.12779552715654952
term,scrape,2,2,0.12779552715654952
term,scraping,2,2,0.12779552715654952
term,screenplay,2,2,0.12779552715654952
term,sculptors,2,2,0.12779552715654952
term,sculptures,2,2,0.12779552715654952
term,seeing,2,2,0.12779552715654952
term,seeks,2,2,0.12779552715654952
term,sees,2,2,0.12779552715654952
term,segmentation,2,2,0.12779552715654952
term,selecting,2,2,0.12779552715654952
term,sempre,2,2,0.12779552715654952
term,send,2,2,0.12779552715654952
term,sensitivity,2,2,0.12779552715654952
term,sensors,2,2,0.12779552715654952
term,seriously,2,2,0.12779552715654952
term,server,2,2,0.12779552715654952
term,sfx,2,2,0.12779552715654952
term,shading,2,2,0.12779552715654952
term,shakamike,2,2,0.12779552715654952
term,shaping,2,2,0.12779552715654952
term,sharpens,2,2,0.12779552715654952
term,shine,2,2,0.12779552715654952
term,shirts,2,2,0.12779552715654952
term,shooting,2,2,0.12779552715654952
term,showcases,2,2,0.12779552715654952
term,siano,2,2,0.12779552715654952
term,side,2,2,0.12779552715654952
term,sign,2,2,0.12779552715654952
term,signed,2,2,0.12779552715654952
term,similarly,2,2,0.12779552715654952
term,simpler,2,2,0.12779552715654952
term,simulate,2,2,0.12779552715654952
term,simulated,2,2,0.12779552715654952
term,simulations,2,2,0.12779552715654952
term,sister,2,2,0.12779552715654952
term,situation,2,2,0.12779552715654952
term,skeleton,2,2,0.12779552715654952
term,slips,2,2,0.12779552715654952
term,smooth,2,2,0.12779552715654952
term,smoothly,2,2,0.12779552715654952
term,societies,2,2,0.12779552715654952
term,solid,2,2,0.12779552715654952
term,sophisticated,2,2,0.12779552715654952
term,sort,2,2,0.12779552715654952
term,soundscapes,2,2,0.12779552715654952
term,sparingly,2,2,0.12779552715654952
term,speaks,2,2,0.12779552715654952
term,specially,2,2,0.12779552715654952
term,speech-to-text,2,2,0.12779552715654952
term,spell-checking,2,2,0.12779552715654952
term,spellcheck,2,2,0.12779552715654952
term,spent,2,2,0.12779552715654952
term,springboard,2,2,0.12779552715654952
term,sprites,2,2,0.12779552715654952
term,square,2,2,0.12779552715654952
term,stability,2,2,0.12779552715654952
term,stance,2,2,0.12779552715654952
term,starters,2,2,0.12779552715654952
term,stat,2,2,0.12779552715654952
term,stats,2,2,0.12779552715654952
term,status,2,2,0.12779552715654952
term,stays,2,2,0.12779552715654952
term,stores,2,2,0.12779552715654952
term,straight,2,2,0.12779552715654952
term,strangers,2,2,0.12779552715654952
term,strategically,2,2,0.12779552715654952
term,stream,2,2,0.12779552715654952
term,strengthen,2,2,0.12779552715654952
term,stress,2,2,0.12779552715654952
term,stroke,2,2,0.12779552715654952
term,strongly,2,2,0.12779552715654952
term,submissions,2,2,0.12779552715654952
term,submit,2,2,0.12779552715654952
term,substitute,2,2,0.12779552715654952
term,successfully,2,2,0.12779552715654952
term,suggested,2,2,0.12779552715654952
term,suggesting,2,2,0.12779552715654952
term,suggestion,2,2,0.12779552715654952
term,suited,2,2,0.12779552715654952
term,suits,2,2,0.12779552715654952
term,supervisado,2,2,0.12779552715654952
term,supporto,2,2,0.12779552715654952
term,survivors,2,2,0.12779552715654952
term,sus,2,2,0.12779552715654952
term,symbol,2,2,0.12779552715654952
term,tablet,2,2,0.12779552715654952
term,tagged,2,2,0.12779552715654952
term,tagging,2,2,0.12779552715654952
term,taglines,2,2,0.12779552715654952
term,tailoring,2,2,0.12779552715654952
term,tailors,2,2,0.12779552715654952
term,tan,2,2,0.12779552715654952
term,targeting,2,2,0.12779552715654952
term,taste,2,2,0.12779552715654952
term,teacher,2,2,0.12779552715654952
term,technique,2,2,0.12779552715654952
term,temps,2,2,0.12779552715654952
term,terms-of-service,2,2,0.12779552715654952
term,terrain,2,2,0.12779552715654952
term,text-based,2,2,0.12779552715654952
term,texte,2,2,0.12779552715654952
term,thematically,2,2,0.12779552715654952
term,thoughtful,2,2,0.12779552715654952
term,thoughtfully,2,2,0.12779552715654952
term,thrive,2,2,0.12779552715654952
term,timeline,2,2,0.12779552715654952
term,timely,2,2,0.12779552715654952
term,titled,2,2,0.12779552715654952
term,todas,2,2,0.12779552715654952
term,today,2,2,0.12779552715654952
term,todos,2,2,0.12779552715654952
term,token,2,2,0.12779552715654952
term,total,2,2,0.12779552715654952
term,totally,2,2,0.12779552715654952
term,touched,2,2,0.12779552715654952
term,tournament,2,2,0.12779552715654952
term,traced,2,2,0.12779552715654952
term,tracks,2,2,0.12779552715654952
term,trade,2,2,0.12779552715654952
term,trademark,2,2,0.12779552715654952
term,trademarked,2,2,0.12779552715654952
term,trailers,2,2,0.12779552715654952
term,traits,2,2,0.12779552715654952
term,transfer,2,2,0.12779552715654952
term,transfers,2,2,0.12779552715654952
term,transformation,2,2,0.12779552715654952
term,transforms,2,2,0.12779552715654952
term,translates,2,2,0.12779552715654952
term,translators,2,2,0.12779552715654952
term,treatment,2,2,0.12779552715654952
term,trips,2,2,0.12779552715654952
term,trusted,2,2,0.12779552715654952
term,ttrpg,2,2,0.12779552715654952
term,turned,2,2,0.12779552715654952
term,turning,2,2,0.12779552715654952
term,turntable,2,2,0.12779552715654952
term,tutto,2,2,0.12779552715654952
term,twenty,2,2,0.12779552715654952
term,undermine,2,2,0.12779552715654952
term,undertaken,2,2,0.12779552715654952
term,unedited,2,2,0.12779552715654952
term,unit,2,2,0.12779552715654952
term,unity,2,2,0.12779552715654952
term,university,2,2,0.12779552715654952
term,unlocked,2,2,0.12779552715654952
term,unrelated,2,2,0.12779552715654952
term,upgrading,2,2,0.12779552715654952
term,uphold,2,2,0.12779552715654952
term,uploading,2,2,0.12779552715654952
term,ups,2,2,0.12779552715654952
term,urheberrechtlich,2,2,0.12779552715654952
term,usando,2,2,0.12779552715654952
term,usare,2,2,0.12779552715654952
term,usata,2,2,0.12779552715654952
term,usato,2,2,0.12779552715654952
term,users',2,2,0.12779552715654952
term,utilise,2,2,0.12779552715654952
term,utilised,2,2,0.12779552715654952
term,utmost,2,2,0.12779552715654952
term,vague,2,2,0.12779552715654952
term,values,2,2,0.12779552715654952
term,vehicles,2,2,0.12779552715654952
term,veloppement,2,2,0.12779552715654952
term,vendor,2,2,0.12779552715654952
term,venture,2,2,0.12779552715654952
term,venue,2,2,0.12779552715654952
term,veo,2,2,0.12779552715654952
term,verbiage,2,2,0.12779552715654952
term,verifying,2,2,0.12779552715654952
term,verranno,2,2,0.12779552715654952
term,versatility,2,2,0.12779552715654952
term,verse,2,2,0.12779552715654952
term,verwendung,2,2,0.12779552715654952
term,vessel,2,2,0.12779552715654952
term,vibe,2,2,0.12779552715654952
term,vibrant,2,2,0.12779552715654952
term,vid,2,2,0.12779552715654952
term,videographer,2,2,0.12779552715654952
term,vielen,2,2,0.12779552715654952
term,view,2,2,0.12779552715654952
term,viewer,2,2,0.12779552715654952
term,viewers,2,2,0.12779552715654952
term,viewing,2,2,0.12779552715654952
term,vinyl,2,2,0.12779552715654952
term,violates,2,2,0.12779552715654952
term,visi,2,2,0.12779552715654952
term,visit,2,2,0.12779552715654952
term,visuelle,2,2,0.12779552715654952
term,visuels,2,2,0.12779552715654952
term,vitals,2,2,0.12779552715654952
term,vivid,2,2,0.12779552715654952
term,volume,2,2,0.12779552715654952
term,volumes,2,2,0.12779552715654952
term,vorlagen,2,2,0.12779552715654952
term,walking,2,2,0.12779552715654952
term,wargaming,2,2,0.12779552715654952
term,wasn,2,2,0.12779552715654952
term,water,2,2,0.12779552715654952
term,weaknesses,2,2,0.12779552715654952
term,weary,2,2,0.12779552715654952
term,weekend,2,2,0.12779552715654952
term,well-known,2,2,0.12779552715654952
term,whatsoever,2,2,0.12779552715654952
term,wheels,2,2,0.12779552715654952
term,wherever,2,2,0.12779552715654952
term,wider,2,2,0.12779552715654952
term,wizard,2,2,0.12779552715654952
term,work-in-progress,2,2,0.12779552715654952
term,worth,2,2,0.12779552715654952
term,writings,2,2,0.12779552715654952
term,year-old,2,2,0.12779552715654952
term,younger,2,2,0.12779552715654952
term,youtube,2,2,0.12779552715654952
tool,Langchain,1,1,0.06389776357827476
tool,Udio,1,1,0.06389776357827476
tool,VEED,1,1,0.06389776357827476
